No;Link Matkul;Name;Kode Matkul;Kategori Matkul
2623;https://sikola.unhas.ac.id/courses/18H03120702/index.php;BIOKIMIA DASAR;18H03120702;47201
2631;https://sikola.unhas.ac.id/courses/18H03121502/index.php;STRUKTUR IKATAN KIMIA DAN SPEKTROSKOPI;18H03121502;47201
2633;https://sikola.unhas.ac.id/courses/18H03121604/index.php;METODE PEMISAHAN DAN PENGUKURAN II;18H03121604;47201
2644;https://sikola.unhas.ac.id/courses/18H03130402/index.php;PRAKTIKUM KIMIA ANALITIK;18H03130402;47201
2646;https://sikola.unhas.ac.id/courses/18H03130602/index.php;ELUSIDASI STRUKTUR SENYAWA ORGANIK;18H03130602;47201
2648;https://sikola.unhas.ac.id/courses/18H03130802/index.php;KAPITA SELEKTA KIMIA ANORGANIK (P);18H03130802;47201
2650;https://sikola.unhas.ac.id/courses/18H03131002/index.php;KAPITA SELEKTA KIMIA FISIKA (P);18H03131002;47201
2651;https://sikola.unhas.ac.id/courses/18H03131102/index.php;PENYIMPANAN ENERGI KIMIA (P);18H03131102;47201
2661;https://sikola.unhas.ac.id/courses/18H03132102/index.php;KIMIA ANORGANIK LAUT (P);18H03132102;47201
2671;https://sikola.unhas.ac.id/courses/18H03134002/index.php;KINETIKA KIMIA DAN KATALISIS;18H03134002;47201
2683;https://sikola.unhas.ac.id/courses/18H03141302/index.php;KIMIA INSTRUMEN (P);18H03141302;47201
2685;https://sikola.unhas.ac.id/courses/18H03141502/index.php;KIMIA PESTISIDA (P);18H03141502;47201
2690;https://sikola.unhas.ac.id/courses/18H04110303/index.php;OSEANOLOGI PENDAHULUAN;18H04110303;46201
2700;https://sikola.unhas.ac.id/courses/18H04120602/index.php;BIOLOGI MOLEKULER;18H04120602;46201
2702;https://sikola.unhas.ac.id/courses/18H04120803/index.php;PERKEMBANGAN HEWAN;18H04120803;46201
2705;https://sikola.unhas.ac.id/courses/18H04121104/index.php;FISIOLOGI HEWAN;18H04121104;46201
2706;https://sikola.unhas.ac.id/courses/18H04121202/index.php;KONSERVASI SUMBER DAYA ALAM;18H04121202;46201
2715;https://sikola.unhas.ac.id/courses/18H04130402/index.php;ANDROLOGI;18H04130402;46201
2723;https://sikola.unhas.ac.id/courses/18H04131203/index.php;AQUAKULTUR;18H04131203;46201
2724;https://sikola.unhas.ac.id/courses/18H04131302/index.php;PENCEMARAN LINGKUNGAN;18H04131302;46201
2731;https://sikola.unhas.ac.id/courses/18H04132002/index.php;EKOLOGI SERANGGA;18H04132002;46201
2732;https://sikola.unhas.ac.id/courses/18H04132103/index.php;EKOLOGI PERAIRAN;18H04132103;46201
2743;https://sikola.unhas.ac.id/courses/18H04140803/index.php;AMDAL;18H04140803;46201
2744;https://sikola.unhas.ac.id/courses/18H04140902/index.php;EKOLOGI WISATA;18H04140902;46201
2777;https://sikola.unhas.ac.id/courses/18H05110303/index.php;LOGIKA MATEMATIKA;18H05110303;49201
2778;https://sikola.unhas.ac.id/courses/18H05110403/index.php;METODE STATISTIKA;18H05110403;49201
2779;https://sikola.unhas.ac.id/courses/18H05120103/index.php;ALJABAR LINIER;18H05120103;49201
2784;https://sikola.unhas.ac.id/courses/18H05120504/index.php;MATEMATIKA LANJUT;18H05120504;49201
2789;https://sikola.unhas.ac.id/courses/18H05121003/index.php;ALJABAR MATRIKS;18H05121003;49201
2792;https://sikola.unhas.ac.id/courses/18H05121303/index.php;PENGANTAR ANALISIS REAL;18H05121303;49201
2793;https://sikola.unhas.ac.id/courses/18H05121403/index.php;PENGANTAR MODEL LINIER;18H05121403;49201
2799;https://sikola.unhas.ac.id/courses/18H05130103/index.php;ANALISIS DATA KATEGORIK;18H05130103;49201
2802;https://sikola.unhas.ac.id/courses/18H05130403/index.php;ANALISIS SURVIVAL;18H05130403;49201
2804;https://sikola.unhas.ac.id/courses/18H05130604/index.php;KOMPUTASI STATISTIKA;18H05130604;49201
2808;https://sikola.unhas.ac.id/courses/18H05131003/index.php;ANALISIS DATA SPASIAL;18H05131003;49201
2812;https://sikola.unhas.ac.id/courses/18H05131403/index.php;PEMODELAN STATISTIKA;18H05131403;49201
2814;https://sikola.unhas.ac.id/courses/18H05131603/index.php;PENGANTAR DATA MINING;18H05131603;49201
2815;https://sikola.unhas.ac.id/courses/18H05131703/index.php;PROSES STOKASTIK S1;18H05131703;49201
2823;https://sikola.unhas.ac.id/courses/18H05140503/index.php;TEKNIK DEMOGRAFI STATISTIKA;18H05140503;49201
2907;https://sikola.unhas.ac.id/courses/18H06132502/index.php;GEOFISIKA GEOTEKNIK;18H06132502;33201
2921;https://sikola.unhas.ac.id/courses/18H07110203/index.php;LOGIKA KOMPUTER;18H07110203;57201
2928;https://sikola.unhas.ac.id/courses/18H07120303/index.php;MATEMATIKA LANJUT PRODI ILKOM;18H07120303;57201
2957;https://sikola.unhas.ac.id/courses/18H07131103/index.php;PEMROGRAMAN MIKROKOMPUTER;18H07131103;57201
2962;https://sikola.unhas.ac.id/courses/18H07131603/index.php;ETIKA PROFESI;18H07131603;57201
2969;https://sikola.unhas.ac.id/courses/18H07132303/index.php;PENGANTAR DATAWAREHOUSE;18H07132303;57201
2987;https://sikola.unhas.ac.id/courses/18H08120503/index.php;TEORI SUKU BUNGA;18H08120503;94203
2992;https://sikola.unhas.ac.id/courses/18H08121203/index.php;Matematika Aktuaria 1;18H08121203;94203
3002;https://sikola.unhas.ac.id/courses/18H08130303/index.php;Pengantar Model Risiko;18H08130303;94203
3022;https://sikola.unhas.ac.id/courses/18I02210202/index.php;METODE PENELITIAN DAN ANALISIS STATISTIK;18I02210202;54131
3034;https://sikola.unhas.ac.id/courses/18I02211403/index.php;ILMU DAN TEKNOLOGI NUTRISI DAN PAKAN;18I02211403;54131
3037;https://sikola.unhas.ac.id/courses/18I02211703/index.php;ILMU DAN TEKNOLOGI NUTRISI TERNAK RUMINANSIA;18I02211703;54131
3042;https://sikola.unhas.ac.id/courses/18I02212203/index.php;ILMU DAN TEKNOLOGI PENGOLAHAN HASIL TERNAK;18I02212203;54131
3046;https://sikola.unhas.ac.id/courses/18I02212603/index.php;KEAMANAN HASIL PANGAN TERNAK;18I02212603;54131
3057;https://sikola.unhas.ac.id/courses/18J06510201/index.php;BEHAVIOR DAN HUMANIORA;18J06510201;12701
3059;https://sikola.unhas.ac.id/courses/18J06510401/index.php;PRAKTIKUM 1 : EKSTRAKSI OPEN DAN CLOSED METHOD;18J06510401;12701
3060;https://sikola.unhas.ac.id/courses/18J06510501/index.php;PRAKTIKUM 2 : KLINIK EMERGENCY, INPEKSI DAN TRAUMA;18J06510501;12701
3093;https://sikola.unhas.ac.id/courses/18K01210102/index.php;KESEHATAN LINGKUNGAN DAN KESEHATAN KERJA LANJUT;18K01210102;13101
3097;https://sikola.unhas.ac.id/courses/18K01210502/index.php;ILMU SOSIAL DAN PERILAKU KESEHATAN;18K01210502;13101
3118;https://sikola.unhas.ac.id/courses/18K01212602/index.php;METODOLOGI PENELITIAN EPIDEMIOLOGI;18K01212602;13101
3134;https://sikola.unhas.ac.id/courses/18K01214102/index.php;BIOKIMIA DAN FISIOLOGI GIZI;18K01214102;13101
3135;https://sikola.unhas.ac.id/courses/18K01214202/index.php;BIOMETRI DAN EPIDEMIOLOGI GIZI LANJUT;18K01214202;13101
3171;https://sikola.unhas.ac.id/courses/18K01310302/index.php;METODE PENELITIAN;18K01310302;13001
3173;https://sikola.unhas.ac.id/courses/18K01310502/index.php;SEMINAR PUBLIC HEALTH;18K01310502;13001
3182;https://sikola.unhas.ac.id/courses/18K01311402/index.php;TOKSIKOLOGI LINGKUNGAN DAN INDUSTRI;18K01311402;13001
3195;https://sikola.unhas.ac.id/courses/18M01110402/index.php;STATISTIKA;18M01110402;54251
3197;https://sikola.unhas.ac.id/courses/18M01110602/index.php;DASAR-DASAR KONSERVASI;18M01110602;54251
3202;https://sikola.unhas.ac.id/courses/18M01121303/index.php;SILVIKULTUR;18M01121303;54251
3206;https://sikola.unhas.ac.id/courses/18M01130702/index.php;PEMANENAN HUTAN;18M01130702;54251
3237;https://sikola.unhas.ac.id/courses/18M01134402/index.php;BIOGEOGRAFI KEPULAUAN;18M01134402;54251
3290;https://sikola.unhas.ac.id/courses/18P01210503/index.php;STRATEGI DAN PERENCANAAN SISTEM SUMBER DAYA ALAM;18P01210503;54108
3367;https://sikola.unhas.ac.id/courses/18P02210102/index.php;FILSAFAT ILMU DAN METODOLOGI PENELITIAN;18P02210102;95103
3368;https://sikola.unhas.ac.id/courses/18P02210202/index.php;SEJARAH DAN TEORI PERENCANAAN DAN PENGEMBANGAN WILAYAH;18P02210202;95103
3369;https://sikola.unhas.ac.id/courses/18P02210302/index.php;EKONOMI WILAYAH;18P02210302;95103
3401;https://sikola.unhas.ac.id/courses/18P02213702/index.php;RESEARCH WORKSHOP;18P02213702;95103
3415;https://sikola.unhas.ac.id/courses/18P02215202/index.php;GOOD GOVERNANCE (P);18P02215202;95103
3434;https://sikola.unhas.ac.id/courses/18P03210703/index.php;TEKNOLOGI LINGKUNGAN;18P03210703;95129
3509;https://sikola.unhas.ac.id/courses/18P06211402/index.php;SISTEM ENDOKRIN DAN REPRODUKSI;18P06211402;11106
3510;https://sikola.unhas.ac.id/courses/18P06211502/index.php;SISTEM UROGENITAL;18P06211502;11106
3511;https://sikola.unhas.ac.id/courses/18P06211602/index.php;SISTEM PENCERNAAN DAN METABOLISME;18P06211602;11106
3525;https://sikola.unhas.ac.id/courses/18P06213002/index.php;KENDALI MUTU DAN KEAMANAN LABORATORIUM;18P06213002;11106
3542;https://sikola.unhas.ac.id/courses/18P06214702/index.php;OXIDANT, ANTIOXIDANT AND REGENERATIVE MEDICINE;18P06214702;11106
3564;https://sikola.unhas.ac.id/courses/18P06220402/index.php;FISIOLOGI USIA LANJUT;18P06220402;11106
3604;https://sikola.unhas.ac.id/courses/18P08211302/index.php;PERENCANAAN PRASARANA KEAIRAN/SDA;18P08211302;22102
3606;https://sikola.unhas.ac.id/courses/18P08211502/index.php;EKONOMI TEKNIK PRASARANA;18P08211502;22102
3630;https://sikola.unhas.ac.id/courses/18P10210202/index.php;IT, KOMPUTERISASI DAN SISTEM PENDIDIKAN KEBIDANAN;18P10210202;15101
3631;https://sikola.unhas.ac.id/courses/18P10210301/index.php;BIOETIK PROFESIONALISME BIDAN;18P10210301;15101
3637;https://sikola.unhas.ac.id/courses/18P10210902/index.php;BIOLOGI MOLEKULER;18P10210902;15101
3638;https://sikola.unhas.ac.id/courses/18P10211004/index.php;RESIDENSI DAN MODEL ASUHAN KEBIDANAN;18P10211004;15101
3641;https://sikola.unhas.ac.id/courses/18P10211302/index.php;KONSEP UMUM PENYAKIT;18P10211302;15101
3653;https://sikola.unhas.ac.id/courses/18Y01110102A/index.php;ISLAMIC RELIGION;18Y01110102A;MKU
3655;https://sikola.unhas.ac.id/courses/18Y01110302/index.php;PENDIDIKAN AGAMA PROTESTAN;18Y01110302;Y0
3656;https://sikola.unhas.ac.id/courses/18Y01110402/index.php;PENDIDIKAN AGAMA HINDU;18Y01110402;Y0
3657;https://sikola.unhas.ac.id/courses/18Y01110502/index.php;PENDIDIKAN AGAMA BUDDHA;18Y01110502;Y0
3658;https://sikola.unhas.ac.id/courses/18Y01110602/index.php;PEND. AGAMA KHONGHUCU;18Y01110602;Y0
3659;https://sikola.unhas.ac.id/courses/18Y01110702/index.php;WAWASAN SOSIAL BUDAYA MARITIM;18Y01110702;Y0
3661;https://sikola.unhas.ac.id/courses/18Y01110902/index.php;BAHASA INDONESIA;18Y01110902;Y0
3662;https://sikola.unhas.ac.id/courses/18Y01111002/index.php;BAHASA INGGRIS;18Y01111002;Y0
3663;https://sikola.unhas.ac.id/courses/18Y01111102/index.php;PENDIDIKAN KEWARGANEGARAAN;18Y01111102;Y0
3665;https://sikola.unhas.ac.id/courses/18Y01111202/index.php;PANCASILA;18Y01111202;Y0
3666;https://sikola.unhas.ac.id/courses/18Y02110102/index.php;MATEMATIKA DASAR (2 SKS);18Y02110102;Y0
3667;https://sikola.unhas.ac.id/courses/18Y02110103/index.php;MATEMATIKA DASAR (3 SKS);18Y02110103;Y0
3668;https://sikola.unhas.ac.id/courses/18Y02110203/index.php;MATEMATIKA DASAR I;18Y02110203;Y0
3669;https://sikola.unhas.ac.id/courses/18Y02110303/index.php;MATEMATIKA DASAR II;18Y02110303;Y0
3670;https://sikola.unhas.ac.id/courses/18Y02110402/index.php;FISIKA DASAR (2 SKS);18Y02110402;Y0
3672;https://sikola.unhas.ac.id/courses/18Y02110502/index.php;FISIKA DASAR I (2 SKS);18Y02110502;Y0
3674;https://sikola.unhas.ac.id/courses/18Y02110602/index.php;FISIKA DASAR II (2 SKS);18Y02110602;Y0
3676;https://sikola.unhas.ac.id/courses/18Y02110702/index.php;KIMIA DASAR (2 SKS);18Y02110702;Y0
3677;https://sikola.unhas.ac.id/courses/18Y02110703/index.php;KIMIA DASAR II;18Y02110703;Y0
3678;https://sikola.unhas.ac.id/courses/18Y02110803/index.php;KIMIA DASAR (3 SKS);18Y02110803;Y0
3680;https://sikola.unhas.ac.id/courses/18Y02111102/index.php;BIOLOGI DASAR (2 SKS);18Y02111102;Y0
3681;https://sikola.unhas.ac.id/courses/18Y02111103/index.php;BIOLOGI DASAR (3 SKS);18Y02111103;Y0
3724;https://sikola.unhas.ac.id/courses/19C01711202/index.php;KONSEP DASAR KEPERAWATAN;19C01711202;14201
3731;https://sikola.unhas.ac.id/courses/19C01720702/index.php;MANAJEMEN KEPERAWATAN;19C01720702;-
3736;https://sikola.unhas.ac.id/courses/19C01730403/index.php;KEPERAWATAN MATERNITAS;19C01730403;-
3871;https://sikola.unhas.ac.id/courses/19D08211402/index.php;KEAMANAN INFORMASI DAN JARINGAN;19D08211402;55102
3887;https://sikola.unhas.ac.id/courses/19D09210503/index.php;PEMODELAN TEKNIK LINGKUNGAN;19D09210503;95101
4057;https://sikola.unhas.ac.id/courses/19F033101003/index.php;KONSTRUKSI TEORI (W);19F033101003;79002
4075;https://sikola.unhas.ac.id/courses/19F04110202/index.php;BAHASA INGGRIS TERPADU (DEPARTEMEN);19F04110202;79202
4076;https://sikola.unhas.ac.id/courses/19F04110302/index.php;PENGANTAR LINGUISTIK TERAPAN;19F04110302;79202
4077;https://sikola.unhas.ac.id/courses/19F04110402/index.php;MENYIMAK DAN BERBICARA BAHASA INGGRIS;19F04110402;79202
4079;https://sikola.unhas.ac.id/courses/19F04110502/index.php;BERPIKIR KRITIS;19F04110502;79202
4081;https://sikola.unhas.ac.id/courses/19F04110604/index.php;MENYIMAK DAN BERBICARA BAHASA INGGRIS AKADEMIK;19F04110604;79202
4082;https://sikola.unhas.ac.id/courses/19F04110704/index.php;ACADEMIC READING;19F04110704;79202
4086;https://sikola.unhas.ac.id/courses/19F04120102/index.php;SEJARAH KEBUDAYAAN INGGRIS;19F04120102;79202
4091;https://sikola.unhas.ac.id/courses/19F04120604/index.php;FONETIK DAN FONOLOGI BAHASA INGGRIS;19F04120604;79202
4096;https://sikola.unhas.ac.id/courses/19F04121104/index.php;METODOLOGI PENGAJARAN BAHASA INGGRIS;19F04121104;79202
4098;https://sikola.unhas.ac.id/courses/19F04121304/index.php;PENULISAN ESAI AKADEMIK;19F04121304;79202
4102;https://sikola.unhas.ac.id/courses/19F04121704/index.php;PRAGMATICS;19F04121704;79202
4115;https://sikola.unhas.ac.id/courses/19F04130302/index.php;ACADEMIC WRITING FOR PUBLICATION;19F04130302;79202
4131;https://sikola.unhas.ac.id/courses/19F04131904/index.php;TELAAH PUISI INGGRIS;19F04131904;79202
4133;https://sikola.unhas.ac.id/courses/19F04132102/index.php;CREATIVE WRITING;19F04132102;79202
4134;https://sikola.unhas.ac.id/courses/19F04132204/index.php;DESAIN KURIKULUM DAN MATERI AJAR;19F04132204;79202
4138;https://sikola.unhas.ac.id/courses/19F04132704/index.php;ANTHROPOLINGUISTICS;19F04132704;79202
4142;https://sikola.unhas.ac.id/courses/19F04133102/index.php;TOURIST GUIDING (P);19F04133102;79202
4143;https://sikola.unhas.ac.id/courses/19F04133202/index.php;INTERPRETING (P);19F04133202;79202
4224;https://sikola.unhas.ac.id/courses/19F21211002/index.php;A NEW APPROACH TO ENGLISH GRAMMAR: SEMANTIC PRINCIPLES;19F21211002;79103
4251;https://sikola.unhas.ac.id/courses/19F32210902/index.php;SASTRA DAN MASYARAKAT;19F32210902;79101
4271;https://sikola.unhas.ac.id/courses/19G01110703/index.php;DASAR - DASAR AGRONOMI;19G01110703;54211
4272;https://sikola.unhas.ac.id/courses/19G01110803/index.php;AGROKLIMATOLOGI;19G01110803;54211
4273;https://sikola.unhas.ac.id/courses/19G01110902/index.php;WAWASAN ILMU PERTANIAN;19G01110902;54211
4274;https://sikola.unhas.ac.id/courses/19G01120103/index.php;FISIOLOGI TUMBUHAN;19G01120103;54211
4276;https://sikola.unhas.ac.id/courses/19G01120303/index.php;KESUBURAN TANAH DAN PEMUPUKAN;19G01120303;54211
4279;https://sikola.unhas.ac.id/courses/19G01120603/index.php;KONSERVASI TANAH DAN AIR;19G01120603;54211
4282;https://sikola.unhas.ac.id/courses/19G01120903/index.php;BUDIDAYA TANAMAN PERKEBUNAN DAN INDUSTRI;19G01120903;54211
4288;https://sikola.unhas.ac.id/courses/19G01121503/index.php;RANCANGAN PERCOBAAN;19G01121503;54211
4291;https://sikola.unhas.ac.id/courses/19G01130203/index.php;PENGELOLAAN DAS TERPADU;19G01130203;54211
4293;https://sikola.unhas.ac.id/courses/19G01130503/index.php;TEKNOLOGI HASIL PERTANIAN HORTIKULTURA;19G01130503;54211
4294;https://sikola.unhas.ac.id/courses/19G01130603/index.php;TEKNOLOGI HASIL PERTANIAN PERKEBUNAN;19G01130603;54211
4305;https://sikola.unhas.ac.id/courses/19G01131703/index.php;ARSITEKTUR LANSEKAP;19G01131703;54211
4320;https://sikola.unhas.ac.id/courses/19G01133403/index.php;SISTEM PERTANIAN BERKELANJUTAN;19G01133403;54211
4324;https://sikola.unhas.ac.id/courses/19G01135203/index.php;ILMU TANAMAN LANSEKAP;19G01135203;54211
4325;https://sikola.unhas.ac.id/courses/19G01135303/index.php;PERENCANAAN DAN PENGELOLAAN LANSEKAP;19G01135303;54211
4371;https://sikola.unhas.ac.id/courses/19G02110303/index.php;PENGANTAR ILMU PERTANIAN;19G02110303;54201
4374;https://sikola.unhas.ac.id/courses/19G02110603/index.php;PENGANTAR TEKNOLOGI INFORMASI;19G02110603;54201
4377;https://sikola.unhas.ac.id/courses/19G02110902/index.php;DASAR - DASAR MANAJEMEN;19G02110902;54201
4382;https://sikola.unhas.ac.id/courses/19G02120303/index.php;MANAJEMEN AGRIBISNIS;19G02120303;54201
4387;https://sikola.unhas.ac.id/courses/19G02120803/index.php;MANAJEMEN KEUANGAN;19G02120803;54201
4388;https://sikola.unhas.ac.id/courses/19G02120903/index.php;AGRIBISNIS BERKELANJUTAN;19G02120903;54201
4396;https://sikola.unhas.ac.id/courses/19G02121703/index.php;DINAMIKA PASAR AGRIBISNIS;19G02121703;54201
4409;https://sikola.unhas.ac.id/courses/19G02131103/index.php;TEKNOLOGI PANGAN;19G02131103;54201
4428;https://sikola.unhas.ac.id/courses/19G02210203/index.php;EPIDEMIOLOGI DAN PENGELOLAAN PENYAKIT;19G02210203;54106
4451;https://sikola.unhas.ac.id/courses/19G03110102/index.php;KALKULUS;19G03110102;41231
4452;https://sikola.unhas.ac.id/courses/19G03110203/index.php;KIMIA ANALITIK;19G03110203;41231
4456;https://sikola.unhas.ac.id/courses/19G03110603/index.php;STATISTIK DAN RANCANGAN PERCOBAAN;19G03110603;41103
4457;https://sikola.unhas.ac.id/courses/19G03120103/index.php;KIMIA FISIK KOLOID;19G03120103;41231
4459;https://sikola.unhas.ac.id/courses/19G03120302/index.php;KIMIA PANGAN;19G03120302;41231
4461;https://sikola.unhas.ac.id/courses/19G03120502/index.php;PENGAWASAN DAN PENGENDALIAN MUTU PANGAN;19G03120502;41231
4462;https://sikola.unhas.ac.id/courses/19G03120602/index.php;APLIKASI TEKNIK LABORATORIUM;19G03120602;41231
4463;https://sikola.unhas.ac.id/courses/19G03120702/index.php;ANALISA PANGAN;19G03120702;41231
4465;https://sikola.unhas.ac.id/courses/19G03120902/index.php;BIOKIMIA PANGAN;19G03120902;41231
4467;https://sikola.unhas.ac.id/courses/19G03121102/index.php;APLIKASI BIOKIMIA DAN FISIOLOGI PASCA PANEN;19G03121102;41231
4468;https://sikola.unhas.ac.id/courses/19G03121202/index.php;EVALUASI GIZI PANGAN;19G03121202;41231
4473;https://sikola.unhas.ac.id/courses/19G03121703/index.php;ANALISA SENSORI;19G03121703;41231
4474;https://sikola.unhas.ac.id/courses/19G03121802/index.php;FISIOLOGI DAN TEKNOLOGI PASCA PANEN;19G03121802;41231
4475;https://sikola.unhas.ac.id/courses/19G03121902/index.php;TEKNOLOGI PENGOLAHAN DAN PENGAWETAN;19G03121902;41231
4478;https://sikola.unhas.ac.id/courses/19G03130202/index.php;TEKNOLOGI PENGOLAHAN HASIL PERIKANAN;19G03130202;41231
4480;https://sikola.unhas.ac.id/courses/19G03130402/index.php;TEKNOLOGI PENGOLAHAN BUAH DAN SAYUR;19G03130402;41231
4498;https://sikola.unhas.ac.id/courses/19G03210302/index.php;FILSAFAT ILMU PANGAN;19G03210302;41103
4508;https://sikola.unhas.ac.id/courses/19G03211402/index.php;Komponen Bioaktif Pangan;19G03211402;41103
4509;https://sikola.unhas.ac.id/courses/19G03211502/index.php;Ingridien dan Bahan Tambahan Pangan;19G03211502;41103
4561;https://sikola.unhas.ac.id/courses/19G04130801/index.php;PRAKTIKUM PEMROGRAMAN KOMPUTER;19G04130801;41201
4645;https://sikola.unhas.ac.id/courses/19GG01130403/index.php;ILMU GULMA DAN PENGELOLAANNYA;19GG01130403;54211
4716;https://sikola.unhas.ac.id/courses/19H06210103/index.php;KOMPUTASI STATISTIKA LANJUT;19H06210103;49101
4725;https://sikola.unhas.ac.id/courses/19H06211003/index.php;BIOSTATISTIKA;19H06211003;49101
4732;https://sikola.unhas.ac.id/courses/19J01110103/index.php;STUDY SKILLS DAN IT MPI;19J01110103;12201
4734;https://sikola.unhas.ac.id/courses/19J01110305/index.php;ILMU KEDOKTERAN DASAR 1;19J01110305;12201
4735;https://sikola.unhas.ac.id/courses/19J01110405/index.php;ILMU KEDOKTERAN DASAR 2;19J01110405;12201
4736;https://sikola.unhas.ac.id/courses/19J01110505/index.php;ILMU KEDOKTERAN GIGI DASAR 1;19J01110505;12201
4737;https://sikola.unhas.ac.id/courses/19J01110605/index.php;ILMU KEDOKTERAN GIGI DASAR 2;19J01110605;12201
4738;https://sikola.unhas.ac.id/courses/19J01110704/index.php;ILMU KEDOKTERAN KLINIK;19J01110704;12201
4739;https://sikola.unhas.ac.id/courses/19J01110804/index.php;ILMU KEDOKTERAN GIGI KLINIK;19J01110804;12201
4740;https://sikola.unhas.ac.id/courses/19J01120103/index.php;PENYAKIT JARINGAN LUNAK I;19J01120103;12201
4742;https://sikola.unhas.ac.id/courses/19J01120303/index.php;ILMU KEDOKTERAN GIGI KOMUNITAS DAN KESEHATAN KELUARGA;19J01120303;12201
4745;https://sikola.unhas.ac.id/courses/19J01120606/index.php;PENYAKIT JARINGAN KERAS 2;19J01120606;12201
4750;https://sikola.unhas.ac.id/courses/19J01130304/index.php;SISTEM STOMATOGNATIK 1;19J01130304;12201
4752;https://sikola.unhas.ac.id/courses/19J01130502/index.php;KEGAWATDARURATAN MEDIK KG;19J01130502;12201
4753;https://sikola.unhas.ac.id/courses/19J01130603/index.php;PENYAKIT JARINGAN LUNAK II;19J01130603;12201
4754;https://sikola.unhas.ac.id/courses/19J01130704/index.php;Sistem Stomatognatik 2;19J01130704;12201
4760;https://sikola.unhas.ac.id/courses/19J02110101/index.php;KLINIK RADIOLOGI;19J02110101;12901
4761;https://sikola.unhas.ac.id/courses/19J02110202/index.php;KLINIK ILMU PENYAKIT MULUT;19J02110202;12901
4762;https://sikola.unhas.ac.id/courses/19J02110303/index.php;KLINIK PERIODONTOLOGI;19J02110303;12901
4774;https://sikola.unhas.ac.id/courses/19J05510301/index.php;RISET & PENGEMBANGAN ILMU;19J05510301;J055
4810;https://sikola.unhas.ac.id/courses/19K02220202/index.php;MARS RESIDENSI II;19K02220202;13161
4818;https://sikola.unhas.ac.id/courses/19L01110402/index.php;PENGANTAR OSEANOGRAFI;19L01110402;54241
4823;https://sikola.unhas.ac.id/courses/19L01120103/index.php;STATISTIKA;19L01120103;54241
4824;https://sikola.unhas.ac.id/courses/19L01120203/index.php;EKOLOGI LAUT;19L01120203;54241
4825;https://sikola.unhas.ac.id/courses/19L01120303/index.php;BOTANI LAUT;19L01120303;54241
4826;https://sikola.unhas.ac.id/courses/19L01120403/index.php;PLANKTONOLOGI LAUT;19L01120403;54241
4827;https://sikola.unhas.ac.id/courses/19L01120503/index.php;AKUSTIK KELAUTAN (19L01120503);19L01120503;54241
4828;https://sikola.unhas.ac.id/courses/19L01120603/index.php;PEMETAAN PESISIR DAN LAUT;19L01120603;54241
4829;https://sikola.unhas.ac.id/courses/19L01120702/index.php;DASAR-DASAR BIOKIMIA;19L01120702;54241
4832;https://sikola.unhas.ac.id/courses/19L01121003/index.php;MIKROBIOLOGI LAUT;19L01121003;54241
4833;https://sikola.unhas.ac.id/courses/19L01121104/index.php;PENGINDERAAN JAUH KELAUTAN;19L01121104;54241
4836;https://sikola.unhas.ac.id/courses/19L01121403/index.php;OSEANOGRAFI KIMIA;19L01121403;54241
4837;https://sikola.unhas.ac.id/courses/19L01121503/index.php;GENETIKA KONSERVASI (P) - 2021;19L01121503;54241
4839;https://sikola.unhas.ac.id/courses/19L01130203/index.php;PENCEMARAN LAUT;19L01130203;54241
4840;https://sikola.unhas.ac.id/courses/19L01130303/index.php;TEKNIK REHABILITASI EKOSISTEM PESISIR DAN LAUT;19L01130303;54241
4841;https://sikola.unhas.ac.id/courses/19L01130403/index.php;SISTEM INFORMASI GEOGRAFIS UNTUK KELAUTAN;19L01130403;54241
4842;https://sikola.unhas.ac.id/courses/19L01130503/index.php;METEOROLOGI LAUT;19L01130503;54241
4843;https://sikola.unhas.ac.id/courses/19L01130603/index.php;PERBENIHAN DAN PENANGKARAN BIOTA LAUT;19L01130603;54241
4844;https://sikola.unhas.ac.id/courses/19L01130703/index.php;KORALOGI;19L01130703;54241
4846;https://sikola.unhas.ac.id/courses/19L01130903/index.php;BAHAN ALAM LAUT (P);19L01130903;54241
4857;https://sikola.unhas.ac.id/courses/19L01132003/index.php;PENGELOLAAN WILAYAH PESISIR DAN LAUT;19L01132003;54242
4865;https://sikola.unhas.ac.id/courses/19L02110103/index.php;PLANKTONOLOGI;19L02110103;54242
4866;https://sikola.unhas.ac.id/courses/19L02110202/index.php;DASAR-DASAR PENGELOLAAN PERIKANAN;19L02110202;54242
4867;https://sikola.unhas.ac.id/courses/19L02110303/index.php;EKOLOGI PERAIRAN;19L02110303;54242
4868;https://sikola.unhas.ac.id/courses/19L02110403/index.php;ILMU TUMBUHAN AIR;19L02110403;54242
4870;https://sikola.unhas.ac.id/courses/19L02120103/index.php;IKTIOLOGI;19L02120103;54241
4871;https://sikola.unhas.ac.id/courses/19L02120203/index.php;LIMNOLOGI;19L02120203;54242
4873;https://sikola.unhas.ac.id/courses/19L02120403/index.php;EKOLOGI PERAIRAN TROPIS;19L02120403;54242
4882;https://sikola.unhas.ac.id/courses/19L02121303/index.php;BIOLOGI KRUSTASEA KAWASAN WALLACEA;19L02121303;54242
4883;https://sikola.unhas.ac.id/courses/19L02121403/index.php;EKOLOGI IKAN (P);19L02121403;54242
4884;https://sikola.unhas.ac.id/courses/19L02121503/index.php;PRODUKTIVITAS PERAIRAN (P);19L02121503;54242
